型號,導程,行程,轉速
ECB17,40,1650,3600
ECB17,40,1700,3600
ECB17,40,1750,3600
ECB17,40,1800,3600
ECB17,40,1850,3600
ECB17,40,1900,3600
ECB17,40,1950,3600
ECB17,40,2000,3600
ECB17,40,2050,3600
ECB17,40,2100,3600
ECB17,40,2150,3600
ECB17,40,2200,3600
ECB17,40,2250,3600
ECB17,40,2300,3600
ECB17,40,2350,3600
ECB17,40,2400,3600
ECB17,40,2450,3600
ECB17,40,2500,3600
ECB17,40,2550,3600
ECB17,40,2600,3600
ECB17,40,2650,3600
ECB17,40,2700,3600
ECB17,40,2750,3600
ECB17,40,2800,3600
ECB17,40,2850,3600
ECB17,40,2900,3600
ECB17,40,2950,3600
ECB17,40,3600,3600
ECB17,40,3050,3600
ECB17,40,3100,3600
ECB17,40,3150,3600
ECB17,40,3200,3600
ECB17,40,3250,3600
ECB17,40,3300,3600
ECB17,40,3350,3600
ECB17,40,3400,3600
ECB17,40,3450,3600
ECB17,40,3500,3600
ECB17,40,3550,3600
ECB17,40,3600,3600
ECB17,40,3650,3600
ECB17,40,3700,3600
ECB17,40,3750,3600
ECB17,40,3800,3600
ECB17,40,3850,3600
ECB17,40,3900,3600
ECB17,40,3950,3600
ECB17,40,4000,3600
ECB17,40,4050,3600
ECB22,40,50,3600
ECB22,40,100,3600
ECB22,40,150,3600
ECB22,40,200,3600
ECB22,40,250,3600
ECB22,40,300,3600
ECB22,40,350,3600
ECB22,40,400,3600
ECB22,40,450,3600
ECB22,40,500,3600
ECB22,40,550,3600
ECB22,40,600,3600
ECB22,40,650,3600
ECB22,40,700,3600
ECB22,40,750,3600
ECB22,40,800,3600
ECB22,40,850,3600
ECB22,40,900,3600
ECB22,40,950,3600
ECB22,40,1000,3600
ECB22,40,1050,3600
ECB22,40,1100,3600
ECB22,40,1150,3600
ECB22,40,1200,3600
ECB22,40,1250,3600
ECB22,40,1300,3600
ECB22,40,1350,3600
ECB22,40,1400,3600
ECB22,40,1450,3600
ECB22,40,1500,3600
ECB22,40,1550,3600
ECB22,40,1600,3600
ECB22,40,1650,3600
ECB22,40,1700,3600
ECB22,40,1750,3600
ECB22,40,1800,3600
ECB22,40,1850,3600
ECB22,40,1900,3600
ECB22,40,1950,3600
ECB22,40,2000,3600
ECB22,40,2050,3600
ECB22,40,2100,3600
ECB22,40,2150,3600
ECB22,40,2200,3600
ECB22,40,2250,3600
ECB22,40,2300,3600
ECB22,40,2350,3600
ECB22,40,2400,3600
ECB22,40,2450,3600
ECB22,40,2500,3600
ECB22,40,2550,3600
ECB22,40,2600,3600
ECB22,40,2650,3600
ECB22,40,2700,3600
ECB22,40,2750,3600
ECB22,40,2800,3600
ECB22,40,2850,3600
ECB22,40,2900,3600
ECB22,40,2950,3600
ECB22,40,3600,3600
ECB22,40,3050,3600
ECB22,40,3100,3600
ECB22,40,3150,3600
ECB22,40,3200,3600
ECB22,40,3250,3600
ECB22,40,3300,3600
ECB22,40,3350,3600
ECB22,40,3400,3600
ECB22,40,3450,3600
ECB22,40,3500,3600
MG65,,300,3600
MG65,,350,3600
MG65,,400,3600
MG65,,450,3600
MG65,,500,3600
MG65,,550,3600
MG65,,600,3600
MG65,,650,3600
MG65,,700,3600
MG65,,750,3600
MG65,,800,3600
MG65,,850,3600
MG65,,900,3600
MG65,,950,3600
MG65,,1000,3600
MG65,,1050,3600
MG65,,1100,3600
MG65,,1150,3600
MG65,,1200,3600
MG65,,1250,3600
MG65,,1300,3600
MG65,,1350,3600
MG65,,1400,3600
MG65,,1450,3600
MG65,,1500,3600
MG65,,1550,3600
MG65,,1600,3600
MG65,,1650,3600
MG65,,1700,3600
MG65,,1750,3600
MG65,,1800,3600
MG65,,1850,3600
MG65,,1900,3600
MG65,,1950,3600
MG65,,2000,3600
MG65,,2050,3600
MG65,,2100,3600
MG65,,2150,3600
MG65,,2200,3600
MG65,,2250,3600
MG65,,2300,3600
MG65,,2350,3600
MG65,,2400,3600
MG65,,2450,3600
MG65,,2500,3600
MG65,,2550,3600
MG65,,2600,3600
MG65,,2650,3600
MG65,,2700,3600
MG65,,2750,3600
MG65,,2800,3600
MG65,,2850,3600
MG65,,2900,3600
MG65,,2950,3600
MG65,,3000,3600
MG65,,3050,3600
MG65,,3100,3600
MG65,,3150,3600
MG65,,3200,3600
MG65,,3250,3600
MG65,,3300,3600
MG65,,3350,3600
MG65,,3400,3600
MG65,,3450,3600
MG65,,3500,3600
MG65,,3550,3600
MG65,,3600,3600
MG65,,3650,3600
MG65,,3700,3600
